team_full_name,team_alias,map_name,map_played,map_win_rate,map_win,map_loss,map_atk_1st,map_def_1st,map_atk_rwin,map_atk_rw,map_atk_rl,map_def_rwin,map_def_rw,map_def_rl,agent_composition,agent_composition_played
Bilibili Gaming,BLG,Haven,14,43,6,8,9,5,50%,76,76,45%,67,82,"[['breach', 'jett', 'killjoy', 'omen', 'sova'], ['breach', 'fade', 'jett', 'killjoy', 'omen'], ['breach', 'chamber', 'fade', 'killjoy', 'omen'], ['breach', 'cypher', 'jett', 'omen', 'sova'], ['breach', 'chamber', 'jett', 'omen', 'sova']]","[7, 4, 1, 1, 1]"
Bilibili Gaming,BLG,Split,3,67,2,1,1,2,50%,14,14,45%,15,18,"[['cypher', 'omen', 'raze', 'skye', 'viper'], ['cypher', 'gekko', 'omen', 'raze', 'skye']]","[2, 1]"
Bilibili Gaming,BLG,Ascent,11,64,7,4,6,5,53%,69,61,51%,64,61,"[['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['astra', 'jett', 'kayo', 'killjoy', 'sova']]","[6, 5]"
Bilibili Gaming,BLG,Icebox,6,67,4,2,3,3,64%,39,22,52%,32,30,"[['harbor', 'jett', 'killjoy', 'sova', 'viper'], ['jett', 'killjoy', 'sage', 'sova', 'viper']]","[3, 3]"
Bilibili Gaming,BLG,Fracture,6,75,3,3,4,2,58%,33,24,51%,31,30,"[['breach', 'brimstone', 'cypher', 'fade', 'raze']]",[6]
Bilibili Gaming,BLG,Pearl,8,67,6,2,4,4,57%,50,38,48%,37,40,"[['harbor', 'jett', 'killjoy', 'skye', 'viper'], ['astra', 'jett', 'killjoy', 'skye', 'viper']]","[7, 1]"
Bilibili Gaming,BLG,Lotus,12,0,8,4,6,6,51%,57,55,61%,78,49,"[['fade', 'killjoy', 'omen', 'raze', 'viper'], ['chamber', 'fade', 'omen', 'raze', 'viper']]","[11, 1]"
FunPlus Phoenix,FPX,Bind,2,50,1,1,1,1,40%,6,9,65%,11,6,"[['breach', 'harbor', 'raze', 'skye', 'viper']]",[2]
FunPlus Phoenix,FPX,Haven,4,50,2,2,1,3,57%,21,16,40%,17,25,"[['astra', 'breach', 'chamber', 'fade', 'viper'], ['chamber', 'fade', 'omen', 'skye', 'viper']]","[2, 2]"
FunPlus Phoenix,FPX,Split,3,100,3,0,0,3,61%,14,9,69%,25,11,"[['astra', 'cypher', 'jett', 'skye', 'viper'], ['astra', 'fade', 'jett', 'skye', 'viper']]","[1, 2]"
FunPlus Phoenix,FPX,Ascent,6,83,5,1,2,4,64%,42,24,46%,32,37,"[['astra', 'jett', 'kayo', 'killjoy', 'sova']]",[6]
FunPlus Phoenix,FPX,Fracture,3,50,1,2,1,2,43%,13,17,64%,25,14,"[['breach', 'brimstone', 'fade', 'killjoy', 'raze']]",[3]
FunPlus Phoenix,FPX,Pearl,11,0,7,4,6,5,59%,65,45,55%,64,52,"[['gekko', 'harbor', 'jett', 'skye', 'viper'], ['fade', 'gekko', 'harbor', 'jett', 'viper'], ['fade', 'harbor', 'jett', 'skye', 'viper'], ['astra', 'fade', 'jett', 'skye', 'viper']]","[4, 5, 1, 1]"
FunPlus Phoenix,FPX,Lotus,6,0,3,3,4,2,58%,33,24,55%,29,24,"[['chamber', 'gekko', 'harbor', 'killjoy', 'viper'], ['fade', 'killjoy', 'omen', 'skye', 'viper']]","[5, 1]"
Totoro Gaming,TTG,Bind,27,67,18,9,14,12,57%,146,109,58%,154,112,"[['astra', 'cypher', 'raze', 'skye', 'viper'], ['astra', 'jett', 'raze', 'skye', 'sova'], ['astra', 'jett', 'phoenix', 'raze', 'sova'], ['brimstone', 'jett', 'phoenix', 'raze', 'sova'], ['breach', 'brimstone', 'jett', 'raze', 'sova'], ['breach', 'jett', 'omen', 'raze', 'sova'], ['astra', 'breach', 'jett', 'raze', 'sova'], ['brimstone', 'cypher', 'jett', 'phoenix', 'sova']]","[2, 4, 3, 5, 2, 4, 2, 4]"
Totoro Gaming,TTG,Haven,39,62,24,15,15,23,51%,207,196,56%,231,181,"[['breach', 'jett', 'killjoy', 'omen', 'sova'], ['breach', 'killjoy', 'omen', 'raze', 'sova'], ['breach', 'fade', 'killjoy', 'omen', 'raze'], ['astra', 'jett', 'killjoy', 'skye', 'sova'], ['astra', 'jett', 'killjoy', 'phoenix', 'sova'], ['astra', 'cypher', 'jett', 'raze', 'sova'], ['breach', 'jett', 'omen', 'raze', 'sova'], ['astra', 'breach', 'jett', 'raze', 'sova'], ['breach', 'brimstone', 'cypher', 'phoenix', 'sova'], ['cypher', 'jett', 'omen', 'raze', 'sova']]","[5, 2, 3, 4, 10, 1, 4, 4, 1, 4]"
Totoro Gaming,TTG,Split,16,75,12,4,6,10,59%,91,64,58%,105,75,"[['breach', 'cypher', 'omen', 'raze', 'skye'], ['astra', 'breach', 'cypher', 'jett', 'sage'], ['breach', 'cypher', 'jett', 'omen', 'sage'], ['breach', 'cypher', 'jett', 'omen', 'raze'], ['breach', 'cypher', 'jett', 'omen', 'reyna']]","[5, 2, 6, 1, 2]"
Totoro Gaming,TTG,Ascent,32,66,21,11,10,21,50%,152,152,58%,212,155,"[['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['fade', 'jett', 'kayo', 'killjoy', 'omen'], ['astra', 'jett', 'killjoy', 'reyna', 'sova'], ['astra', 'jett', 'killjoy', 'sage', 'sova'], ['astra', 'jett', 'killjoy', 'skye', 'sova'], ['breach', 'jett', 'omen', 'reyna', 'sova'], ['astra', 'breach', 'jett', 'reyna', 'sova'], ['cypher', 'jett', 'omen', 'phoenix', 'sova']]","[7, 2, 3, 8, 1, 4, 1, 5]"
Totoro Gaming,TTG,Icebox,2,0,0,2,1,1,41%,7,10,27%,6,16,"[['jett', 'reyna', 'sage', 'sova', 'viper'], ['jett', 'killjoy', 'omen', 'sage', 'sova']]","[1, 1]"
Totoro Gaming,TTG,Breeze,6,83,5,1,2,4,73%,40,15,52%,34,32,"[['jett', 'sage', 'skye', 'sova', 'viper'], ['cypher', 'jett', 'sage', 'sova', 'viper']]","[1, 5]"
Totoro Gaming,TTG,Fracture,6,33,2,4,1,5,53%,38,34,46%,32,38,"[['breach', 'brimstone', 'fade', 'killjoy', 'raze'], ['breach', 'brimstone', 'cypher', 'fade', 'raze']]","[1, 5]"
Totoro Gaming,TTG,Pearl,15,73,11,4,10,5,56%,98,77,60%,86,58,"[['astra', 'breach', 'cypher', 'jett', 'viper']]",[15]
Totoro Gaming,TTG,Lotus,7,43,3,4,2,5,51%,33,32,46%,33,39,"[['astra', 'fade', 'killjoy', 'raze', 'viper'], ['astra', 'killjoy', 'raze', 'skye', 'viper'], ['breach', 'gekko', 'killjoy', 'omen', 'raze'], ['breach', 'killjoy', 'omen', 'raze', 'sova'], ['breach', 'fade', 'jett', 'omen', 'raze']]","[1, 1, 1, 3, 1]"
SCARZ,SZ,Bind,29,48,14,15,8,21,49%,127,131,48%,147,162,"[['brimstone', 'jett', 'raze', 'sage', 'skye'], ['astra', 'cypher', 'jett', 'raze', 'skye'], ['kayo', 'omen', 'raze', 'skye', 'viper'], ['astra', 'raze', 'sage', 'skye', 'viper'], ['brimstone', 'raze', 'sage', 'skye', 'viper'], ['astra', 'chamber', 'raze', 'skye', 'viper'], ['brimstone', 'raze', 'skye', 'sova', 'viper'], ['jett', 'omen', 'raze', 'skye', 'sova'], ['cypher', 'jett', 'omen', 'raze', 'sova'], ['cypher', 'omen', 'phoenix', 'raze', 'sova'], ['breach', 'brimstone', 'cypher', 'jett', 'sova'], ['breach', 'cypher', 'omen', 'phoenix', 'raze'], ['brimstone', 'cypher', 'phoenix', 'reyna', 'sova'], ['cypher', 'jett', 'omen', 'sage', 'sova']]","[1, 4, 1, 1, 1, 1, 4, 2, 4, 1, 6, 1, 1, 1]"
SCARZ,SZ,Haven,52,62,32,20,24,28,53%,282,248,52%,298,270,"[['breach', 'jett', 'killjoy', 'omen', 'sova'], ['jett', 'killjoy', 'omen', 'reyna', 'sova'], ['brimstone', 'chamber', 'jett', 'raze', 'sova'], ['killjoy', 'omen', 'raze', 'reyna', 'sova'], ['breach', 'killjoy', 'omen', 'raze', 'sova'], ['astra', 'breach', 'jett', 'killjoy', 'sova'], ['cypher', 'jett', 'kayo', 'omen', 'sova'], ['cypher', 'jett', 'omen', 'raze', 'sova'], ['breach', 'jett', 'omen', 'raze', 'sova'], ['breach', 'cypher', 'jett', 'omen', 'sova'], ['cypher', 'jett', 'omen', 'phoenix', 'sova'], ['cypher', 'omen', 'raze', 'sage', 'sova'], ['cypher', 'jett', 'omen', 'sage', 'sova'], ['breach', 'cypher', 'omen', 'phoenix', 'reyna'], ['brimstone', 'killjoy', 'phoenix', 'reyna', 'sova']]","[12, 3, 1, 2, 2, 2, 1, 5, 1, 10, 7, 1, 3, 1, 1]"
SCARZ,SZ,Split,22,68,15,7,6,16,49%,106,112,60%,153,101,"[['cypher', 'omen', 'raze', 'sage', 'skye'], ['astra', 'raze', 'sage', 'skye', 'viper'], ['astra', 'cypher', 'raze', 'skye', 'viper'], ['breach', 'cypher', 'omen', 'raze', 'sage'], ['breach', 'killjoy', 'omen', 'raze', 'viper'], ['cypher', 'omen', 'raze', 'reyna', 'sage'], ['breach', 'jett', 'killjoy', 'omen', 'sage'], ['breach', 'jett', 'killjoy', 'omen', 'raze'], ['breach', 'killjoy', 'omen', 'raze', 'sage'], ['cypher', 'jett', 'omen', 'raze', 'reyna'], ['brimstone', 'cypher', 'phoenix', 'reyna', 'sova'], ['cypher', 'jett', 'omen', 'raze', 'sage']]","[5, 1, 2, 1, 1, 3, 4, 1, 1, 1, 1, 1]"
SCARZ,SZ,Ascent,42,55,23,19,14,28,52%,213,193,52%,235,214,"[['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['kayo', 'killjoy', 'omen', 'raze', 'sova'], ['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['cypher', 'jett', 'omen', 'raze', 'sova'], ['breach', 'jett', 'killjoy', 'omen', 'sova'], ['breach', 'cypher', 'jett', 'omen', 'sova'], ['jett', 'killjoy', 'omen', 'reyna', 'sova'], ['cypher', 'jett', 'omen', 'reyna', 'sova'], ['breach', 'killjoy', 'omen', 'sage', 'sova'], ['breach', 'cypher', 'omen', 'sage', 'sova'], ['cypher', 'omen', 'reyna', 'sage', 'sova'], ['cypher', 'jett', 'omen', 'sage', 'sova'], ['cypher', 'killjoy', 'omen', 'sage', 'sova']]","[14, 5, 3, 1, 1, 7, 4, 2, 1, 1, 1, 1, 1]"
SCARZ,SZ,Icebox,22,64,14,8,15,7,52%,125,114,55%,112,92,"[['jett', 'killjoy', 'sage', 'sova', 'viper'], ['kayo', 'killjoy', 'sage', 'sova', 'viper'], ['killjoy', 'reyna', 'sage', 'sova', 'viper'], ['chamber', 'reyna', 'sage', 'sova', 'viper'], ['chamber', 'killjoy', 'sage', 'sova', 'viper'], ['chamber', 'jett', 'sage', 'sova', 'viper'], ['jett', 'sage', 'skye', 'sova', 'viper'], ['jett', 'reyna', 'sage', 'sova', 'viper'], ['breach', 'jett', 'omen', 'sage', 'sova'], ['cypher', 'jett', 'omen', 'reyna', 'sova'], ['jett', 'killjoy', 'omen', 'reyna', 'skye']]","[2, 1, 7, 1, 1, 2, 1, 3, 1, 1, 2]"
SCARZ,SZ,Breeze,4,75,3,1,2,2,60%,25,17,68%,27,13,"[['cypher', 'jett', 'kayo', 'sova', 'viper'], ['jett', 'kayo', 'reyna', 'sova', 'viper'], ['chamber', 'jett', 'skye', 'sova', 'viper']]","[2, 1, 1]"
SCARZ,SZ,Fracture,11,64,7,4,9,2,57%,73,54,54%,55,47,"[['breach', 'brimstone', 'cypher', 'fade', 'raze'], ['breach', 'brimstone', 'killjoy', 'phoenix', 'raze'], ['breach', 'brimstone', 'killjoy', 'neon', 'raze'], ['astra', 'breach', 'chamber', 'raze', 'viper']]","[1, 6, 3, 1]"
SCARZ,SZ,Pearl,15,67,10,5,4,11,51%,77,73,54%,94,80,"[['astra', 'jett', 'killjoy', 'phoenix', 'skye'], ['harbor', 'jett', 'killjoy', 'skye', 'viper'], ['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['brimstone', 'killjoy', 'neon', 'phoenix', 'sova'], ['astra', 'killjoy', 'phoenix', 'raze', 'sova'], ['killjoy', 'omen', 'phoenix', 'raze', 'sova'], ['astra', 'chamber', 'fade', 'kayo', 'viper']]","[1, 1, 7, 1, 3, 1, 1]"
SCARZ,SZ,Lotus,1,0,0,1,0,1,20%,1,4,25%,3,9,"[['breach', 'harbor', 'killjoy', 'raze', 'sova']]",[1]
ZETA DIVISION,ZETA,Bind,17,59,10,7,8,9,53%,94,83,52%,93,86,"[['breach', 'brimstone', 'jett', 'raze', 'skye'], ['harbor', 'jett', 'sage', 'skye', 'viper'], ['chamber', 'fade', 'omen', 'raze', 'viper'], ['astra', 'raze', 'sage', 'skye', 'viper'], ['astra', 'breach', 'jett', 'reyna', 'skye'], ['astra', 'breach', 'raze', 'reyna', 'skye'], ['astra', 'breach', 'jett', 'raze', 'skye'], ['astra', 'breach', 'jett', 'raze', 'sova'], ['omen', 'raze', 'reyna', 'skye', 'sova']]","[2, 1, 2, 6, 1, 1, 2, 1, 1]"
ZETA DIVISION,ZETA,Haven,27,56,15,12,9,18,53%,135,118,51%,158,150,"[['breach', 'jett', 'killjoy', 'omen', 'sova'], ['jett', 'killjoy', 'omen', 'reyna', 'sova'], ['chamber', 'fade', 'kayo', 'neon', 'omen'], ['astra', 'chamber', 'fade', 'kayo', 'neon'], ['breach', 'chamber', 'fade', 'kayo', 'omen'], ['astra', 'breach', 'jett', 'killjoy', 'skye'], ['astra', 'breach', 'jett', 'reyna', 'sova'], ['cypher', 'jett', 'omen', 'reyna', 'sova']]","[6, 1, 1, 2, 2, 9, 4, 1]"
ZETA DIVISION,ZETA,Split,14,71,10,4,7,7,54%,74,62,58%,79,57,"[['astra', 'kayo', 'raze', 'skye', 'viper'], ['astra', 'raze', 'sage', 'skye', 'viper'], ['brimstone', 'jett', 'sage', 'skye', 'viper']]","[2, 9, 3]"
ZETA DIVISION,ZETA,Ascent,21,38,8,13,8,13,48%,104,112,45%,114,138,"[['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['astra', 'fade', 'jett', 'kayo', 'killjoy'], ['astra', 'chamber', 'fade', 'kayo', 'raze'], ['astra', 'chamber', 'jett', 'killjoy', 'sova'], ['astra', 'breach', 'jett', 'reyna', 'sova'], ['astra', 'jett', 'kayo', 'reyna', 'sova'], ['astra', 'jett', 'kayo', 'skye', 'sova'], ['jett', 'kayo', 'omen', 'reyna', 'sova'], ['jett', 'omen', 'reyna', 'skye', 'sova']]","[9, 1, 1, 2, 1, 2, 1, 1, 1, 1]"
ZETA DIVISION,ZETA,Icebox,16,69,11,5,3,13,51%,72,70,60%,109,72,"[['chamber', 'kayo', 'sage', 'sova', 'viper'], ['chamber', 'fade', 'sage', 'sova', 'viper'], ['chamber', 'jett', 'sage', 'sova', 'viper'], ['jett', 'reyna', 'sage', 'sova', 'viper']]","[2, 1, 11, 2]"
ZETA DIVISION,ZETA,Breeze,9,67,6,3,4,5,63%,53,31,51%,43,42,"[['cypher', 'jett', 'reyna', 'sova', 'viper'], ['chamber', 'jett', 'skye', 'sova', 'viper'], ['chamber', 'jett', 'kayo', 'sova', 'viper'], ['cypher', 'jett', 'skye', 'sova', 'viper']]","[1, 2, 1, 5]"
ZETA DIVISION,ZETA,Fracture,15,60,9,6,7,8,55%,81,65,54%,85,72,"[['breach', 'brimstone', 'fade', 'killjoy', 'raze'], ['breach', 'brimstone', 'chamber', 'neon', 'raze'], ['astra', 'breach', 'chamber', 'raze', 'viper'], ['astra', 'breach', 'chamber', 'jett', 'raze']]","[4, 3, 7, 1]"
ZETA DIVISION,ZETA,Pearl,5,40,2,3,3,2,53%,28,25,40%,23,35,"[['harbor', 'jett', 'killjoy', 'skye', 'viper'], ['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['astra', 'chamber', 'raze', 'skye', 'viper'], ['chamber', 'omen', 'raze', 'skye', 'viper']]","[2, 1, 1, 1]"
ZETA DIVISION,ZETA,Lotus,3,67,2,1,3,0,44%,16,20,71%,20,8,"[['killjoy', 'omen', 'raze', 'skye', 'viper'], ['breach', 'fade', 'killjoy', 'neon', 'omen']]","[2, 1]"
Jadeite,JDT,Bind,7,29,2,5,6,1,39%,32,50,33%,17,35,"[['brimstone', 'cypher', 'jett', 'raze', 'skye'], ['brimstone', 'chamber', 'raze', 'skye', 'viper'], ['brimstone', 'raze', 'sage', 'skye', 'viper'], ['breach', 'brimstone', 'fade', 'raze', 'yoru'], ['astra', 'raze', 'sage', 'skye', 'viper']]","[1, 1, 3, 1, 1]"
Jadeite,JDT,Haven,13,62,8,5,9,4,49%,71,73,58%,70,51,"[['harbor', 'jett', 'killjoy', 'skye', 'viper'], ['cypher', 'jett', 'omen', 'reyna', 'skye'], ['cypher', 'omen', 'phoenix', 'skye', 'yoru'], ['astra', 'breach', 'jett', 'killjoy', 'sova'], ['astra', 'breach', 'jett', 'killjoy', 'skye']]","[6, 2, 1, 2, 2]"
Jadeite,JDT,Split,11,73,8,3,9,2,60%,72,49,58%,60,44,"[['cypher', 'jett', 'omen', 'raze', 'sage'], ['jett', 'killjoy', 'omen', 'raze', 'sage'], ['breach', 'cypher', 'omen', 'raze', 'sage']]","[7, 1, 3]"
Jadeite,JDT,Ascent,15,80,12,3,10,5,63%,100,58,62%,82,51,"[['cypher', 'fade', 'jett', 'kayo', 'omen'], ['fade', 'jett', 'kayo', 'omen', 'sage'], ['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['chamber', 'fade', 'kayo', 'omen', 'sage'], ['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['astra', 'jett', 'killjoy', 'skye', 'sova']]","[1, 8, 1, 1, 2, 2]"
Jadeite,JDT,Icebox,11,45,5,6,3,8,52%,50,47,49%,61,63,"[['jett', 'killjoy', 'sage', 'sova', 'viper'], ['killjoy', 'omen', 'reyna', 'sage', 'sova'], ['chamber', 'jett', 'sage', 'sova', 'viper']]","[3, 1, 7]"
Jadeite,JDT,Breeze,3,33,1,2,1,2,53%,17,15,50%,14,14,"[['chamber', 'jett', 'skye', 'sova', 'viper'], ['chamber', 'jett', 'kayo', 'sova', 'viper']]","[2, 1]"
Jadeite,JDT,Fracture,5,60,3,2,4,1,53%,31,27,51%,19,18,"[['breach', 'brimstone', 'jett', 'killjoy', 'raze'], ['breach', 'brimstone', 'gekko', 'killjoy', 'raze'], ['breach', 'brimstone', 'fade', 'killjoy', 'raze']]","[1, 3, 1]"
Jadeite,JDT,Pearl,8,75,6,2,3,5,57%,45,34,60%,53,35,"[['harbor', 'jett', 'killjoy', 'skye', 'viper'], ['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['astra', 'kayo', 'killjoy', 'phoenix', 'sova']]","[4, 3, 1]"
Jadeite,JDT,Lotus,4,100,4,0,1,3,56%,20,16,67%,33,16,"[['jett', 'killjoy', 'omen', 'skye', 'viper'], ['astra', 'fade', 'killjoy', 'raze', 'viper']]","[1, 3]"
Crazy Raccoon,CR,Bind,34,65,22,12,11,23,61%,193,121,52%,182,165,"[['brimstone', 'cypher', 'raze', 'skye', 'viper'], ['brimstone', 'fade', 'raze', 'skye', 'viper'], ['astra', 'breach', 'fade', 'raze', 'yoru'], ['brimstone', 'jett', 'killjoy', 'skye', 'sova'], ['astra', 'breach', 'chamber', 'jett', 'sova'], ['astra', 'breach', 'jett', 'raze', 'skye'], ['cypher', 'omen', 'raze', 'skye', 'sova'], ['jett', 'killjoy', 'omen', 'raze', 'sova'], ['jett', 'omen', 'raze', 'reyna', 'sova'], ['cypher', 'jett', 'omen', 'raze', 'sova'], ['jett', 'omen', 'raze', 'skye', 'sova'], ['breach', 'cypher', 'omen', 'raze', 'reyna'], ['breach', 'cypher', 'jett', 'omen', 'raze'], ['brimstone', 'cypher', 'omen', 'reyna', 'sage']]","[1, 8, 2, 3, 1, 1, 2, 3, 2, 4, 3, 2, 1, 1]"
Crazy Raccoon,CR,Haven,59,64,38,21,27,32,57%,339,254,54%,342,293,"[['breach', 'jett', 'killjoy', 'omen', 'sova'], ['chamber', 'fade', 'kayo', 'omen', 'raze'], ['breach', 'chamber', 'neon', 'omen', 'skye'], ['breach', 'killjoy', 'omen', 'raze', 'skye'], ['jett', 'killjoy', 'omen', 'skye', 'sova'], ['astra', 'jett', 'killjoy', 'skye', 'sova'], ['astra', 'chamber', 'jett', 'reyna', 'sova'], ['astra', 'breach', 'jett', 'killjoy', 'sova'], ['brimstone', 'cypher', 'jett', 'raze', 'skye'], ['jett', 'killjoy', 'omen', 'reyna', 'sova'], ['astra', 'jett', 'killjoy', 'phoenix', 'sova'], ['jett', 'killjoy', 'omen', 'raze', 'sova'], ['jett', 'omen', 'phoenix', 'sage', 'yoru'], ['cypher', 'omen', 'raze', 'skye', 'sova'], ['jett', 'omen', 'raze', 'reyna', 'sova'], ['cypher', 'jett', 'omen', 'raze', 'sova'], ['breach', 'cypher', 'jett', 'omen', 'sova'], ['jett', 'omen', 'raze', 'reyna', 'sage'], ['jett', 'killjoy', 'omen', 'phoenix', 'sova'], ['cypher', 'jett', 'omen', 'reyna', 'sova'], ['cypher', 'jett', 'omen', 'phoenix', 'reyna']]","[20, 2, 1, 1, 7, 3, 1, 2, 1, 2, 1, 2, 1, 1, 3, 3, 3, 1, 1, 2, 1]"
Crazy Raccoon,CR,Split,26,69,18,8,10,16,54%,140,121,57%,162,123,"[['astra', 'jett', 'raze', 'skye', 'viper'], ['breach', 'cypher', 'harbor', 'omen', 'phoenix'], ['breach', 'fade', 'omen', 'raze', 'viper'], ['breach', 'cypher', 'omen', 'raze', 'sage'], ['astra', 'breach', 'chamber', 'kayo', 'neon'], ['jett', 'killjoy', 'omen', 'sage', 'skye'], ['astra', 'breach', 'cypher', 'jett', 'sova'], ['astra', 'cypher', 'jett', 'skye', 'viper'], ['breach', 'jett', 'omen', 'sage', 'skye'], ['cypher', 'jett', 'omen', 'raze', 'sage'], ['breach', 'jett', 'omen', 'raze', 'sage'], ['breach', 'cypher', 'jett', 'omen', 'reyna'], ['cypher', 'jett', 'omen', 'raze', 'reyna'], ['breach', 'cypher', 'jett', 'omen', 'raze'], ['cypher', 'omen', 'raze', 'reyna', 'sage']]","[2, 2, 2, 4, 2, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1]"
Crazy Raccoon,CR,Ascent,56,64,36,20,25,31,50%,280,275,63%,369,220,"[['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['fade', 'jett', 'kayo', 'killjoy', 'omen'], ['chamber', 'fade', 'kayo', 'omen', 'raze'], ['fade', 'kayo', 'killjoy', 'omen', 'raze'], ['jett', 'killjoy', 'omen', 'skye', 'sova'], ['astra', 'cypher', 'raze', 'skye', 'viper'], ['astra', 'jett', 'killjoy', 'skye', 'sova'], ['astra', 'jett', 'killjoy', 'phoenix', 'sova'], ['jett', 'omen', 'sage', 'skye', 'sova'], ['breach', 'jett', 'omen', 'sage', 'skye'], ['jett', 'omen', 'reyna', 'skye', 'sova'], ['jett', 'omen', 'phoenix', 'reyna', 'sova'], ['astra', 'jett', 'killjoy', 'raze', 'sova'], ['jett', 'killjoy', 'omen', 'raze', 'sova'], ['cypher', 'omen', 'raze', 'skye', 'sova'], ['cypher', 'jett', 'omen', 'raze', 'sova'], ['jett', 'omen', 'phoenix', 'raze', 'reyna'], ['jett', 'omen', 'raze', 'reyna', 'sova'], ['breach', 'cypher', 'jett', 'omen', 'sova'], ['breach', 'jett', 'omen', 'reyna', 'sova'], ['jett', 'killjoy', 'omen', 'phoenix', 'reyna'], ['jett', 'killjoy', 'omen', 'reyna', 'sova'], ['cypher', 'jett', 'omen', 'reyna', 'sova'], ['cypher', 'omen', 'raze', 'reyna', 'sova']]","[12, 2, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 5, 3, 8, 1, 1, 3, 2, 1, 1, 1, 1]"
Crazy Raccoon,CR,Icebox,35,71,25,10,13,22,54%,178,154,59%,219,155,"[['jett', 'killjoy', 'sage', 'sova', 'viper'], ['chamber', 'kayo', 'sage', 'sova', 'viper'], ['chamber', 'jett', 'sage', 'sova', 'viper'], ['jett', 'killjoy', 'reyna', 'sova', 'viper'], ['jett', 'reyna', 'sage', 'sova', 'viper'], ['jett', 'kayo', 'sage', 'sova', 'viper'], ['jett', 'sage', 'skye', 'sova', 'viper'], ['jett', 'raze', 'sage', 'sova', 'viper'], ['jett', 'killjoy', 'omen', 'raze', 'sova'], ['jett', 'killjoy', 'omen', 'reyna', 'viper']]","[7, 5, 1, 4, 5, 1, 3, 1, 7, 1]"
Crazy Raccoon,CR,Breeze,11,82,9,2,5,6,63%,73,42,54%,63,53,"[['cypher', 'jett', 'kayo', 'sova', 'viper'], ['cypher', 'jett', 'reyna', 'sova', 'viper'], ['chamber', 'jett', 'kayo', 'sova', 'viper'], ['jett', 'sage', 'skye', 'sova', 'viper']]","[3, 1, 4, 3]"
Crazy Raccoon,CR,Fracture,9,44,4,5,5,4,54%,51,43,42%,38,52,"[['breach', 'brimstone', 'jett', 'killjoy', 'skye'], ['breach', 'brimstone', 'cypher', 'neon', 'raze'], ['breach', 'brimstone', 'fade', 'killjoy', 'raze'], ['breach', 'brimstone', 'fade', 'killjoy', 'neon'], ['astra', 'breach', 'chamber', 'jett', 'skye']]","[1, 4, 2, 1, 1]"
Crazy Raccoon,CR,Pearl,7,71,5,2,6,1,51%,41,39,50%,33,33,"[['harbor', 'jett', 'killjoy', 'skye', 'viper'], ['astra', 'jett', 'kayo', 'killjoy', 'sova']]","[5, 2]"
FENNEL,FL,Bind,27,67,18,9,18,9,58%,168,120,56%,141,110,"[['cypher', 'harbor', 'raze', 'skye', 'viper'], ['chamber', 'omen', 'raze', 'skye', 'viper'], ['astra', 'kayo', 'raze', 'sage', 'sova'], ['brimstone', 'raze', 'skye', 'sova', 'viper'], ['brimstone', 'kayo', 'raze', 'reyna', 'sova'], ['astra', 'raze', 'skye', 'sova', 'viper'], ['astra', 'cypher', 'raze', 'sage', 'sova'], ['omen', 'raze', 'skye', 'sova', 'viper'], ['cypher', 'jett', 'omen', 'raze', 'sova'], ['cypher', 'omen', 'phoenix', 'raze', 'sova']]","[1, 1, 1, 3, 6, 3, 1, 4, 6, 1]"
FENNEL,FL,Haven,33,61,20,13,18,15,60%,206,138,52%,169,157,"[['astra', 'breach', 'jett', 'killjoy', 'sova'], ['chamber', 'fade', 'kayo', 'omen', 'raze'], ['astra', 'breach', 'cypher', 'jett', 'sova'], ['astra', 'cypher', 'sage', 'skye', 'sova'], ['astra', 'jett', 'killjoy', 'phoenix', 'sova'], ['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['astra', 'cypher', 'jett', 'raze', 'sova'], ['astra', 'killjoy', 'raze', 'sova', 'viper'], ['cypher', 'jett', 'omen', 'phoenix', 'sova'], ['jett', 'killjoy', 'omen', 'phoenix', 'sova']]","[16, 2, 1, 2, 1, 1, 2, 1, 6, 1]"
FENNEL,FL,Split,21,76,16,5,12,9,60%,131,89,60%,127,86,"[['astra', 'breach', 'cypher', 'raze', 'sage'], ['astra', 'breach', 'killjoy', 'raze', 'sage'], ['astra', 'breach', 'chamber', 'raze', 'sage'], ['astra', 'breach', 'killjoy', 'raze', 'viper'], ['astra', 'breach', 'jett', 'sage', 'viper'], ['astra', 'breach', 'jett', 'raze', 'sage'], ['cypher', 'omen', 'raze', 'reyna', 'skye'], ['killjoy', 'omen', 'raze', 'skye', 'viper'], ['cypher', 'jett', 'omen', 'raze', 'sage']]","[5, 4, 2, 3, 1, 1, 1, 2, 2]"
